Tail	Head	Cost	E[Time]	Fft	Sigma(Time)
710	584	795	580	343.2	69
710	712	484	329	306.6	5
710	806	484	220	211.2	5
711	165	145	67	62.11224	5
711	709	785	334	329.40000000000003	5
711	713	515	402	245.39999999999998	44
711	807	464	197	191.4	5
712	166	145	67	62.11224	5
712	393	457	169	157.20000000000002	5
712	584	795	458	448.8	5
712	710	484	311	306.6	5
712	713	515	263	256.8	5
713	167	145	67	62.11224	5
713	392	283	92	63.0	7
713	709	775	360	355.2	5
713	711	515	260	245.39999999999998	5
713	712	515	281	256.8	5
713	716	563	411	406.2	5
714	168	145	67	62.11224	5
714	708	982	424	419.40000000000003	5
714	715	958	404	399.6	5
714	720	979	422	417.0	5
714	913	1924	821	816.5999999999999	5
715	169	145	67	62.11224	5
715	391	797	386	381.6	5
715	714	958	404	399.6	5
715	717	760	326	321.6	5
715	719	763	321	316.8	5
715	721	958	402	397.2	5
716	170	145	67	62.11224	5
716	393	103	139	112.2	5
716	601	494	315	310.2	5
716	713	563	411	406.2	5
716	717	484	250	245.39999999999998	5
716	718	443	272	267.0	5
717	171	145	67	62.11224	5
717	392	271	190	178.8	5
717	715	760	326	321.6	5
717	716	484	250	245.39999999999998	5
717	719	422	241	234.0	5
718	172	145	67	62.11224	5
718	603	505	291	239.4	11
718	716	443	272	267.0	5
718	719	474	231	223.8	5
718	722	516	245	227.4	5
719	173	145	67	62.11224	5
719	715	763	321	316.8	5
719	717	422	240	234.0	5
719	718	474	241	223.8	5
719	723	505	243	237.0	5
720	174	145	67	62.11224	5
720	714	979	422	417.0	5
720	721	948	399	394.8	5
720	726	1000	429	424.20000000000005	5
720	913	1310	560	555.0	5
721	175	145	67	62.11224	5
721	715	958	402	397.2	5
721	720	948	399	394.8	5
721	723	769	330	324.6	5
721	725	796	336	330.0	5
721	727	989	426	421.8	5
722	176	145	67	62.11224	5
722	672	484	292	214.8	19
722	718	516	237	227.4	5
722	723	505	261	256.8	5
722	724	484	327	240.0	21
723	177	145	67	62.11224	5
723	719	505	242	237.0	5
723	721	769	329	324.6	5
723	722	505	261	256.8	5
723	725	525	252	244.8	5
724	178	145	67	62.11224	5
724	674	494	286	270.0	5
724	722	484	271	240.0	5
724	725	475	245	240.0	5
724	728	505	231	224.4	5
725	179	145	67	62.11224	5
725	721	796	335	330.0	5
725	723	525	249	244.8	5
725	724	475	249	240.0	5
725	729	494	268	263.4	5
726	180	145	67	62.11224	5
726	416	345	97	92.4	5
726	720	1000	429	424.20000000000005	5
726	727	969	409	404.40000000000003	5
726	913	1273	567	562.8000000000001	5
727	181	145	67	62.11224	5
727	415	717	293	288.0	5
727	721	989	426	421.8	5
727	726	969	409	404.40000000000003	5
727	729	760	351	342.6	5
727	731	763	320	315.59999999999997	5
728	182	145	67	62.11224	5
728	684	494	244	234.60000000000002	5
728	724	505	231	224.4	5
728	729	474	245	240.0	5
728	730	494	261	250.79999999999998	5
729	183	145	67	62.11224	5
729	725	494	268	263.4	5
729	727	760	347	342.6	5
729	728	474	245	240.0	5
729	731	484	263	258.0	5
730	184	145	67	62.11224	5
730	413	535	209	201.0	5
730	686	494	284	234.60000000000002	10
730	728	494	264	250.79999999999998	5
730	731	505	274	269.40000000000003	5
731	185	145	67	62.11224	5
731	414	540	203	197.4	5
731	727	763	320	315.59999999999997	5
731	729	484	263	258.0	5
731	730	505	274	269.40000000000003	5
732	186	145	67	62.11224	5
732	416	667	321	316.8	5
732	417	1385	595	590.4	5
732	733	979	414	409.20000000000005	5
732	864	1051	481	476.40000000000003	5
733	187	145	67	62.11224	5
733	415	296	185	180.6	5
733	732	979	414	409.20000000000005	5
733	735	760	383	357.6	5
733	737	794	362	354.0	5
733	865	990	422	417.0	5
734	188	145	67	62.11224	5
734	413	105	46	39.0	5
734	696	474	289	252.0	7
734	735	474	239	234.60000000000002	5
734	736	494	298	292.8	5
735	189	145	67	62.11224	5
735	414	107	40	32.400000000000006	5
735	733	760	363	357.6	5
735	734	474	239	234.60000000000002	5
735	737	515	325	311.40000000000003	5
736	190	145	67	62.11224	5
736	698	484	268	259.20000000000005	5
736	734	494	300	292.8	5
736	737	475	285	280.2	5
736	866	795	404	399.6	5
737	191	145	67	62.11224	5
737	733	794	359	354.0	5
737	735	515	325	311.40000000000003	5
737	736	475	285	280.2	5
737	866	772	347	321.6	5
738	192	145	67	62.11224	5
738	740	586	274	256.8	5
738	742	651	327	322.8	5
738	746	979	525	517.1999999999999	5
738	784	484	218	211.2	5
738	920	982	499	494.40000000000003	5
739	193	145	67	62.11224	5
739	419	576	312	304.20000000000005	5
739	740	515	252	246.60000000000002	5
739	741	453	207	202.79999999999998	5
739	921	777	355	350.4	5
740	194	145	67	62.11224	5
740	738	586	263	256.8	5
740	739	515	258	246.60000000000002	5
740	742	445	244	239.4	5
740	920	819	460	455.4	5
741	195	145	67	62.11224	5
741	739	453	207	202.79999999999998	5
741	742	484	279	244.20000000000002	6
741	743	798	412	406.2	5
741	747	515	234	228.0	5
742	196	145	67	62.11224	5
742	738	651	327	322.8	5
742	740	445	244	239.4	5
742	741	484	275	244.20000000000002	5
742	748	505	231	224.4	5
743	197	145	67	62.11224	5
743	419	275	91	86.39999999999999	5
743	741	798	415	406.2	5
743	744	910	431	426.6	5
743	745	910	462	457.2	5
743	751	818	372	366.6	5
743	752	792	398	390.59999999999997	5
743	921	1127	541	536.4	5
743	922	1097	597	582.6	5
744	198	145	67	62.11224	5
744	743	910	431	426.6	5
744	745	453	233	227.4	5
744	922	848	452	374.40000000000003	16
745	199	145	67	62.11224	5
745	743	910	462	457.2	5
745	744	453	232	227.4	5
745	755	494	324	285.0	7
746	200	145	67	62.11224	5
746	738	979	522	517.1999999999999	5
746	748	587	286	279.6	5
746	750	608	299	290.4	5
746	757	1000	436	425.4	5
746	792	515	278	238.8	7
747	201	145	67	62.11224	5
747	741	515	233	228.0	5
747	748	515	276	271.2	5
747	749	474	243	231.0	5
747	752	505	278	268.2	5
748	202	145	67	62.11224	5
748	742	505	229	224.4	5
748	746	587	292	279.6	5
748	747	515	277	271.2	5
748	750	484	300	295.2	5
749	203	145	67	62.11224	5
749	747	474	236	231.0	5
749	750	515	324	319.20000000000005	5
749	754	484	253	245.99999999999997	5
749	758	505	247	219.0	5
750	204	145	67	62.11224	5
750	746	608	295	290.4	5
750	748	484	300	295.2	5
750	749	515	335	319.20000000000005	5
750	759	494	301	245.39999999999998	12
751	205	145	67	62.11224	5
751	420	422	159	154.2	5
751	743	818	371	366.6	5
751	753	464	267	261.6	5
751	755	619	297	292.2	5
752	206	145	67	62.11224	5
752	420	153	111	100.8	5
752	743	792	395	390.59999999999997	5
752	747	505	273	268.2	5
752	754	474	242	221.4	5
753	207	145	67	62.11224	5
753	421	249	69	56.4	5
753	751	464	266	261.6	5
753	756	556	288	279.6	5
753	762	505	247	207.0	8
754	208	145	67	62.11224	5
754	421	310	194	171.6	5
754	749	484	253	245.99999999999997	5
754	752	474	227	221.4	5
754	763	525	301	231.6	16
755	209	145	67	62.11224	5
755	745	494	291	285.0	5
755	751	619	302	292.2	5
755	756	491	279	271.2	5
756	210	145	67	62.11224	5
756	753	556	290	279.6	5
756	755	491	276	271.2	5
756	766	519	306	289.8	5
757	211	145	67	62.11224	5
757	746	1000	430	425.4	5
757	759	624	273	265.79999999999995	5
757	761	632	315	282.0	6
757	768	989	475	448.8	5
757	800	495	229	222.6	5
758	212	145	67	62.11224	5
758	749	505	224	219.0	5
758	759	494	291	232.20000000000002	13
758	760	525	262	232.20000000000002	5
758	763	505	249	244.20000000000002	5
759	213	145	67	62.11224	5
759	750	494	250	245.39999999999998	5
759	757	624	274	265.79999999999995	5
759	758	494	309	232.20000000000002	18
759	761	494	221	215.39999999999998	5
760	214	145	67	62.11224	5
760	758	525	237	232.20000000000002	5
760	761	495	223	217.79999999999998	5
760	765	495	285	277.8	5
760	769	474	335	216.0	32
761	215	145	67	62.11224	5
761	757	632	287	282.0	5
761	759	494	220	215.39999999999998	5
761	760	495	236	217.79999999999998	5
761	770	494	344	229.2	30
762	216	145	67	62.11224	5
762	422	103	87	52.2	9
762	753	505	213	207.0	5
762	763	494	270	251.40000000000003	5
762	764	464	480	268.8	63
763	217	145	67	62.11224	5
763	754	525	237	231.6	5
763	758	505	249	244.20000000000002	5
763	762	494	268	251.40000000000003	5
763	765	484	298	282.0	5
764	218	145	67	62.11224	5
764	423	117	105	36.0	25
764	762	464	295	268.8	5
764	765	516	260	255.0	5
764	773	525	259	247.79999999999998	5
765	219	145	67	62.11224	5
765	760	495	282	277.8	5
765	763	484	287	282.0	5
765	764	516	263	255.0	5
765	774	484	262	240.6	5
766	220	145	67	62.11224	5
766	422	515	316	216.6	25
766	756	519	295	289.8	5
766	767	519	381	219.60000000000002	47
767	221	145	67	62.11224	5
767	423	590	258	244.8	5
767	766	519	226	219.60000000000002	5
767	777	498	311	274.8	6
768	222	145	67	62.11224	5
768	584	1010	614	609.0	5
768	757	989	454	448.8	5
768	770	624	388	379.8	5
768	772	645	485	311.40000000000003	48
768	808	494	220	215.39999999999998	5
769	223	145	67	62.11224	5
769	760	474	238	216.0	5
769	770	484	232	227.4	5
769	771	484	289	272.4	5
769	774	515	320	312.6	5
770	224	145	67	62.11224	5
770	761	494	234	229.2	5
770	768	624	384	379.8	5
770	769	484	233	227.4	5
770	772	525	249	243.0	5
771	225	145	67	62.11224	5
771	585	515	297	232.79999999999998	14
771	769	484	277	272.4	5
771	772	506	241	236.4	5
771	776	494	267	234.0	6
772	226	145	67	62.11224	5
772	586	484	275	229.8	9
772	768	645	322	311.40000000000003	5
772	770	525	248	243.0	5
772	771	506	246	236.4	5
773	227	145	67	62.11224	5
773	424	115	142	78.0	19
773	764	525	252	247.79999999999998	5
773	774	515	248	243.0	5
773	775	474	320	202.79999999999998	32
774	228	145	67	62.11224	5
774	765	484	245	240.6	5
774	769	515	321	312.6	5
774	773	515	252	243.0	5
774	776	484	323	240.6	20
775	229	145	67	62.11224	5
775	425	249	212	157.20000000000002	13
775	589	536	327	298.2	5
775	773	474	210	202.79999999999998	5
775	776	505	251	228.6	5
776	230	145	67	62.11224	5
776	590	525	302	285.59999999999997	5
776	771	494	239	234.0	5
776	774	484	246	240.6	5
776	775	505	287	228.6	13
777	231	145	67	62.11224	5
777	424	562	236	223.20000000000002	5
777	767	498	280	274.8	5
777	778	586	413	279.6	35
777	779	500	383	226.79999999999998	45
778	232	145	67	62.11224	5
778	429	405	181	166.2	5
778	597	698	643	638.4000000000001	5
778	777	586	287	279.6	5
778	779	495	315	310.79999999999995	5
779	233	145	67	62.11224	5
779	425	293	97	88.8	5
779	427	435	169	159.0	5
779	777	500	234	226.79999999999998	5
779	778	495	315	310.79999999999995	5
780	234	145	67	62.11224	5
780	781	1000	430	425.4	5
780	785	969	517	512.4	5
780	914	1952	816	811.1999999999999	5
780	916	1049	481	475.79999999999995	5
781	235	145	67	62.11224	5
781	780	1000	430	425.4	5
781	782	979	410	405.59999999999997	5
781	786	958	410	405.59999999999997	5
781	917	1051	451	446.40000000000003	5
782	236	145	67	62.11224	5
782	781	979	410	405.59999999999997	5
782	783	1010	426	421.2	5
782	787	938	432	427.2	5
782	917	1165	499	494.40000000000003	5
782	918	1080	575	570.0	5
783	237	145	67	62.11224	5
783	782	1010	426	421.2	5
783	784	660	301	296.40000000000003	5
783	788	782	340	331.8	5
783	789	772	355	340.79999999999995	5
783	918	1136	603	598.8000000000001	5
783	919	1070	545	540.0	5
784	238	145	67	62.11224	5
784	738	484	222	211.2	5
784	783	660	301	296.40000000000003	5
784	792	979	469	463.8	5
784	919	975	446	441.0	5
785	239	145	67	62.11224	5
785	780	969	517	512.4	5
785	786	989	426	421.8	5
785	793	979	422	417.6	5
785	914	1309	559	554.4	5
786	240	145	67	62.11224	5
786	781	958	410	405.59999999999997	5
786	785	989	426	421.8	5
786	787	989	422	417.6	5
786	794	989	418	413.4	5
787	241	145	67	62.11224	5
787	782	938	432	427.2	5
787	786	989	422	417.6	5
787	789	792	369	361.8	5
787	791	808	359	344.40000000000003	5
787	795	1000	426	421.8	5
788	242	145	67	62.11224	5
788	783	782	336	331.8	5
788	789	494	268	263.4	5
788	790	463	208	202.79999999999998	5
788	792	461	215	210.0	5
789	243	145	67	62.11224	5
789	783	772	347	340.79999999999995	5
789	787	792	372	361.8	5
789	788	494	268	263.4	5
789	791	484	213	207.0	5
790	244	145	67	62.11224	5
790	788	463	207	202.79999999999998	5
790	791	494	282	277.2	5
790	792	486	210	205.2	5
790	796	505	271	238.8	6
791	245	145	67	62.11224	5
791	787	808	352	344.40000000000003	5
791	789	484	212	207.0	5
791	790	494	282	277.2	5
791	797	515	235	219.0	5
792	246	145	67	62.11224	5
792	746	515	321	238.8	20
792	784	979	468	463.8	5
792	788	461	215	210.0	5
792	790	486	212	205.2	5
792	800	979	518	479.40000000000003	6
793	247	145	67	62.11224	5
793	785	979	422	417.6	5
793	794	979	422	417.6	5
793	801	989	426	421.8	5
793	914	1235	527	522.0	5
794	248	145	67	62.11224	5
794	786	989	418	413.4	5
794	793	979	422	417.6	5
794	795	1000	426	421.8	5
794	802	979	449	444.6	5
795	249	145	67	62.11224	5
795	787	1000	426	421.8	5
795	794	1000	426	421.8	5
795	797	763	353	348.0	5
795	799	800	355	342.6	5
795	803	969	446	439.8	5
796	250	145	67	62.11224	5
796	790	505	245	238.8	5
796	797	515	236	214.8	5
796	798	494	278	263.4	5
796	800	465	333	198.6	38
797	251	145	67	62.11224	5
797	791	515	224	219.0	5
797	795	763	355	348.0	5
797	796	515	234	214.8	5
797	799	515	267	219.0	10
798	252	145	67	62.11224	5
798	796	494	268	263.4	5
798	799	517	226	219.60000000000002	5
798	800	488	241	207.6	6
798	804	505	274	268.8	5
799	253	145	67	62.11224	5
799	795	800	349	342.6	5
799	797	515	227	219.0	5
799	798	517	225	219.60000000000002	5
799	805	474	223	216.0	5
800	254	145	67	62.11224	5
800	757	495	239	222.6	5
800	792	979	484	479.40000000000003	5
800	796	465	233	198.6	6
800	798	488	249	207.6	8
800	808	1010	748	743.4000000000001	5
801	255	145	67	62.11224	5
801	389	1269	579	574.8	5
801	793	989	426	421.8	5
801	802	999	430	425.4	5
801	913	3531	1500	1495.2	5
802	256	145	67	62.11224	5
802	388	748	292	286.8	5
802	794	979	449	444.6	5
802	801	999	430	425.4	5
802	803	989	422	417.6	5
803	257	145	67	62.11224	5
803	709	1030	469	461.40000000000003	5
803	795	969	444	439.8	5
803	802	989	422	417.6	5
803	805	777	363	354.0	5
803	807	804	349	344.40000000000003	5
804	258	145	67	62.11224	5
804	798	505	273	268.8	5
804	805	484	221	216.0	5
804	806	515	241	228.0	5
804	808	479	236	206.4	5
805	259	145	67	62.11224	5
805	799	474	221	216.0	5
805	803	777	360	354.0	5
805	804	484	225	216.0	5
805	807	505	240	228.6	5
806	260	145	67	62.11224	5
806	710	484	259	211.2	10
806	804	515	235	228.0	5
806	807	505	356	351.6	5
806	808	503	229	217.20000000000002	5
807	261	145	67	62.11224	5
807	711	464	200	191.4	5
807	803	804	349	344.40000000000003	5
807	805	505	235	228.6	5
807	806	505	356	351.6	5
808	262	145	67	62.11224	5
808	584	1059	843	638.4000000000001	49
808	768	494	228	215.39999999999998	5
808	800	1010	748	743.4000000000001	5
808	804	479	211	206.4	5
808	806	503	227	217.20000000000002	5
809	263	145	67	62.11224	5
809	697	505	264	237.0	5
809	810	494	256	250.2	5
809	811	505	242	237.0	5
809	814	494	230	222.6	5
810	264	145	67	62.11224	5
810	698	484	285	280.2	5
810	809	494	263	250.2	5
810	812	505	245	240.6	5
810	866	773	394	389.40000000000003	5
811	265	145	67	62.11224	5
811	809	505	242	237.0	5
811	812	484	235	230.39999999999998	5
811	816	526	233	228.6	5
811	817	495	237	232.20000000000002	5
812	266	145	67	62.11224	5
812	810	505	245	240.6	5
812	811	484	235	230.39999999999998	5
812	818	526	238	233.4	5
812	866	766	394	388.2	5
813	267	145	67	62.11224	5
813	472	316	89	83.39999999999999	5
813	473	125	196	86.39999999999999	36
813	701	495	298	265.79999999999995	6
813	814	516	230	225.6	5
814	268	145	67	62.11224	5
814	702	494	278	273.0	5
814	809	494	229	222.6	5
814	813	516	231	225.6	5
814	816	495	242	237.0	5
815	269	145	67	62.11224	5
815	471	547	235	230.39999999999998	5
815	472	244	162	133.20000000000002	6
815	638	742	352	343.2	5
815	821	495	220	214.8	5
816	270	145	67	62.11224	5
816	471	111	42	36.6	5
816	811	526	233	228.6	5
816	814	495	242	237.0	5
816	822	494	239	234.0	5
817	271	145	67	62.11224	5
817	470	103	50	44.4	5
817	811	495	237	232.20000000000002	5
817	818	485	252	247.20000000000002	5
817	819	505	215	210.6	5
818	272	145	67	62.11224	5
818	812	526	238	233.4	5
818	817	485	252	247.20000000000002	5
818	820	474	260	255.6	5
818	869	750	384	379.8	5
819	273	145	67	62.11224	5
819	469	111	25	20.400000000000002	5
819	817	505	215	210.6	5
819	820	463	216	211.2	5
819	829	496	233	227.4	5
820	274	145	67	62.11224	5
820	818	474	260	255.6	5
820	819	463	216	211.2	5
820	830	515	290	285.0	5
820	869	750	344	339.6	5
821	275	145	67	62.11224	5
821	815	495	246	214.8	6
821	822	505	242	237.0	5
821	823	494	229	223.8	5
821	826	495	268	263.4	5
822	276	145	67	62.11224	5
822	470	540	206	201.6	5
822	816	494	246	234.0	5
822	821	505	242	237.0	5
822	824	505	242	237.0	5
823	277	145	67	62.11224	5
823	821	494	232	223.8	5
823	824	495	244	237.0	5
823	828	494	235	230.39999999999998	5
823	833	494	252	246.60000000000002	5
824	278	145	67	62.11224	5
824	469	598	245	240.6	5
824	822	505	249	237.0	5
824	823	495	244	237.0	5
824	834	515	305	300.59999999999997	5
825	279	145	67	62.11224	5
825	638	512	377	217.79999999999998	47
825	649	515	261	240.6	5
825	826	484	225	220.8	5
825	827	515	266	261.0	5
826	280	145	67	62.11224	5
826	638	507	308	288.0	5
826	821	495	268	263.4	5
826	825	484	225	220.8	5
826	828	525	241	236.4	5
827	281	145	67	62.11224	5
827	651	495	248	239.4	5
827	825	515	268	261.0	5
827	828	495	244	239.4	5
827	837	484	235	230.39999999999998	5
828	282	145	67	62.11224	5
828	823	494	236	230.39999999999998	5
828	826	525	243	236.4	5
828	827	495	244	239.4	5
828	838	485	234	217.79999999999998	5
829	283	145	67	62.11224	5
829	457	515	226	219.0	5
829	468	281	84	79.80000000000001	5
829	819	496	235	227.4	5
829	834	494	323	318.59999999999997	5
830	284	145	67	62.11224	5
830	468	254	176	171.0	5
830	820	515	290	285.0	5
830	832	484	251	246.60000000000002	5
830	872	760	362	357.6	5
831	285	145	67	62.11224	5
831	457	115	60	43.199999999999996	5
831	836	505	232	220.8	5
831	845	763	363	358.2	5
832	286	145	67	62.11224	5
832	459	215	81	76.2	5
832	830	484	251	246.60000000000002	5
832	872	743	382	377.4	5
833	287	145	67	62.11224	5
833	455	362	167	162.0	5
833	823	494	256	246.60000000000002	5
833	834	496	298	293.4	5
833	838	515	275	270.59999999999997	5
834	288	145	67	62.11224	5
834	456	332	125	120.6	5
834	824	515	305	300.59999999999997	5
834	829	494	323	318.59999999999997	5
834	833	496	298	293.4	5
835	289	145	67	62.11224	5
835	455	200	176	171.0	5
835	836	494	228	223.8	5
835	840	495	236	231.0	5
835	846	740	422	417.6	5
836	290	145	67	62.11224	5
836	456	191	149	144.60000000000002	5
836	831	505	227	220.8	5
836	835	494	228	223.8	5
836	846	746	385	380.4	5
837	291	145	67	62.11224	5
837	827	484	235	230.39999999999998	5
837	838	474	232	227.4	5
837	839	505	301	296.40000000000003	5
837	842	515	222	216.6	5
838	292	145	67	62.11224	5
838	454	335	120	115.8	5
838	828	485	266	217.79999999999998	10
838	833	515	276	270.59999999999997	5
838	837	474	232	227.4	5
839	293	145	67	62.11224	5
839	837	505	301	296.40000000000003	5
839	840	494	239	234.0	5
839	844	495	243	237.0	5
839	847	760	387	382.8	5
840	294	145	67	62.11224	5
840	454	203	152	147.0	5
840	835	495	236	231.0	5
840	839	494	239	234.0	5
840	847	777	389	384.0	5
841	295	145	67	62.11224	5
841	453	125	168	88.8	24
841	663	515	254	249.60000000000002	5
841	842	494	239	234.0	5
841	843	495	260	250.79999999999998	5
842	296	145	67	62.11224	5
842	651	495	276	270.0	5
842	837	515	222	216.6	5
842	841	494	239	234.0	5
842	844	494	239	234.0	5
843	297	145	67	62.11224	5
843	665	494	232	223.8	5
843	841	495	261	250.79999999999998	5
843	844	525	260	255.0	5
843	848	773	392	387.0	5
844	298	145	67	62.11224	5
844	839	495	242	237.0	5
844	842	494	240	234.0	5
844	843	525	260	255.0	5
844	848	804	365	360.0	5
845	299	145	67	62.11224	5
845	459	614	468	463.2	5
845	467	372	130	125.39999999999999	5
845	831	763	365	358.2	5
845	846	980	476	471.6	5
845	875	1010	433	428.4	5
846	300	145	67	62.11224	5
846	835	740	422	417.6	5
846	836	746	385	380.4	5
846	845	980	476	471.6	5
846	847	1020	465	460.2	5
846	856	1000	456	451.2	5
847	301	145	67	62.11224	5
847	839	760	387	382.8	5
847	840	777	389	384.0	5
847	846	1020	465	460.2	5
847	848	1010	462	457.2	5
847	857	979	502	497.4	5
848	302	145	67	62.11224	5
848	447	644	340	335.4	5
848	843	773	392	387.0	5
848	844	804	365	360.0	5
848	847	1010	462	457.2	5
848	858	958	440	435.0	5
849	303	145	67	62.11224	5
849	447	365	117	112.2	5
849	664	753	357	352.8	5
849	665	773	394	388.8	5
849	851	769	432	427.8	5
849	853	762	392	387.0	5
849	859	969	446	441.6	5
850	304	145	67	62.11224	5
850	668	505	235	230.39999999999998	5
850	851	484	293	288.0	5
850	852	474	225	220.2	5
850	854	451	207	202.79999999999998	5
851	305	145	67	62.11224	5
851	669	495	282	277.2	5
851	849	769	432	427.8	5
851	850	484	293	288.0	5
851	853	484	251	246.60000000000002	5
852	306	145	67	62.11224	5
852	850	474	225	220.2	5
852	853	505	214	209.4	5
852	854	474	239	231.0	5
852	860	756	369	364.8	5
853	307	145	67	62.11224	5
853	849	762	392	387.0	5
853	851	484	251	246.60000000000002	5
853	852	505	214	209.4	5
853	860	773	351	346.2	5
854	308	145	67	62.11224	5
854	670	1000	623	618.6	5
854	850	451	207	202.79999999999998	5
854	852	474	236	231.0	5
854	861	969	546	541.8	5
854	905	834	511	499.8	5
854	907	707	363	358.2	5
855	309	145	67	62.11224	5
855	466	355	105	100.19999999999999	5
855	467	640	357	352.8	5
855	856	979	449	444.6	5
855	878	1000	484	479.40000000000003	5
856	310	145	67	62.11224	5
856	846	1000	456	451.2	5
856	855	979	449	444.6	5
856	857	1010	462	457.2	5
856	863	1000	429	424.20000000000005	5
857	311	145	67	62.11224	5
857	847	979	502	497.4	5
857	856	1010	462	457.2	5
857	858	1000	452	447.6	5
857	885	1051	448	443.4	5
858	312	145	67	62.11224	5
858	446	239	149	144.60000000000002	5
858	848	958	440	435.0	5
858	857	1000	452	447.6	5
858	886	1085	465	460.2	5
859	313	145	67	62.11224	5
859	446	801	317	312.6	5
859	849	969	446	441.6	5
859	860	969	495	490.2	5
859	887	1093	557	552.6	5
860	314	145	67	62.11224	5
860	852	756	369	364.8	5
860	853	773	351	346.2	5
860	859	969	495	490.2	5
860	861	618	286	281.40000000000003	5
860	888	1057	504	499.8	5
861	315	145	67	62.11224	5
861	854	969	546	541.8	5
861	860	618	286	281.40000000000003	5
861	888	1146	548	543.6	5
861	907	787	399	394.20000000000005	5
861	910	1140	581	576.5999999999999	5
862	316	145	67	62.11224	5
862	465	756	275	270.0	5
862	466	671	329	324.0	5
862	863	1000	513	508.20000000000005	5
862	889	1062	455	450.0	5
863	317	145	67	62.11224	5
863	856	1000	429	424.20000000000005	5
863	862	1000	513	508.20000000000005	5
863	885	1000	429	423.0	5
863	890	1072	543	538.8000000000001	5
864	318	145	67	62.11224	5
864	732	1051	481	476.40000000000003	5
864	865	952	409	404.40000000000003	5
864	867	1020	521	516.5999999999999	5
864	913	2771	1406	1401.0	5
865	319	145	67	62.11224	5
865	733	990	422	417.0	5
865	864	952	409	404.40000000000003	5
865	866	1011	439	421.2	5
865	868	1042	744	739.2	5
866	320	145	67	62.11224	5
866	736	795	407	399.6	5
866	737	772	364	321.6	8
866	810	773	394	389.40000000000003	5
866	812	766	396	388.2	5
866	865	1011	429	421.2	5
866	868	1377	627	622.1999999999999	5
866	869	1021	498	493.8	5
867	321	145	67	62.11224	5
867	864	1020	521	516.5999999999999	5
867	868	982	448	443.4	5
867	870	989	417	412.2	5
868	322	145	67	62.11224	5
868	865	1042	746	739.2	5
868	866	1377	629	622.1999999999999	5
868	867	982	448	443.4	5
868	869	1010	426	421.2	5
868	871	1051	502	497.4	5
869	323	145	67	62.11224	5
869	818	750	384	379.8	5
869	820	750	344	339.6	5
869	866	1021	499	493.8	5
869	868	1010	426	421.2	5
869	872	989	482	477.6	5
870	324	145	67	62.11224	5
870	867	989	417	412.2	5
870	871	989	471	466.8	5
871	325	145	67	62.11224	5
871	868	1051	502	497.4	5
871	870	989	471	466.8	5
871	872	1000	421	416.40000000000003	5
871	874	1000	477	472.2	5
872	326	145	67	62.11224	5
872	460	812	356	351.6	5
872	830	760	362	357.6	5
872	832	743	382	377.4	5
872	869	989	482	477.6	5
872	871	1000	421	416.40000000000003	5
873	327	145	67	62.11224	5
873	462	551	212	207.0	5
873	874	979	467	462.0	5
874	328	145	67	62.11224	5
874	461	410	146	141.0	5
874	871	1000	477	472.2	5
874	873	979	467	462.0	5
874	875	982	413	408.59999999999997	5
875	329	145	67	62.11224	5
875	460	185	137	132.6	5
875	845	1010	433	428.4	5
875	874	982	413	408.59999999999997	5
875	878	969	495	490.2	5
876	330	145	67	62.11224	5
876	462	463	266	261.0	5
876	877	981	467	462.6	5
876	879	1041	492	487.19999999999993	5
877	331	145	67	62.11224	5
877	461	665	359	352.2	5
877	876	981	468	462.6	5
877	878	971	462	457.2	5
877	880	969	472	467.4	5
878	332	145	67	62.11224	5
878	855	1000	484	479.40000000000003	5
878	875	969	500	490.2	5
878	877	971	463	457.2	5
878	881	1051	481	476.40000000000003	5
879	333	145	67	62.11224	5
879	876	1041	492	487.19999999999993	5
879	880	989	471	466.8	5
879	882	999	477	472.2	5
880	334	145	67	62.11224	5
880	877	969	472	467.4	5
880	879	989	471	466.8	5
880	881	992	473	468.0	5
880	883	989	425	420.59999999999997	5
881	335	145	67	62.11224	5
881	465	260	153	148.8	5
881	878	1051	481	476.40000000000003	5
881	880	992	473	468.0	5
881	884	1031	430	425.4	5
882	336	145	67	62.11224	5
882	879	999	477	472.2	5
882	883	979	467	462.0	5
883	337	145	67	62.11224	5
883	464	471	240	235.2	5
883	880	989	425	420.59999999999997	5
883	882	979	467	462.0	5
884	338	145	67	62.11224	5
884	464	568	195	190.8	5
884	881	1031	430	425.4	5
884	889	1000	476	471.6	5
885	339	145	67	62.11224	5
885	445	800	387	382.2	5
885	857	1051	448	443.4	5
885	863	1000	428	423.0	5
885	892	1172	506	498.00000000000006	5
886	340	145	67	62.11224	5
886	445	277	69	63.0	5
886	858	1085	465	460.2	5
886	887	969	415	410.4	5
886	892	958	422	408.0	5
887	341	145	67	62.11224	5
887	859	1093	557	552.6	5
887	886	969	419	410.4	5
887	888	1114	478	473.4	5
887	893	979	417	412.2	5
888	342	145	67	62.11224	5
888	860	1057	504	499.8	5
888	861	1146	548	543.6	5
888	887	1114	478	473.4	5
888	894	979	421	416.40000000000003	5
888	910	1056	455	450.59999999999997	5
889	343	145	67	62.11224	5
889	862	1062	456	450.0	5
889	884	1000	476	471.6	5
889	895	1208	520	515.4	5
890	344	145	67	62.11224	5
890	863	1072	543	538.8000000000001	5
890	891	1058	456	451.2	5
890	896	1164	500	495.59999999999997	5
891	345	145	67	62.11224	5
