Tail	Head	Distribution	Parameters
636	90	lognorm	(0.7704421105026698, -0.06794274209259879, 3.4574258965613236)
636	501	lognorm	(0.7501516412216647, 0.1348680124985348, 4.255056958695268)
636	631	lognorm	(0.1547716377169035, -4.153926311402525, 31.778148526235057)
636	632	lognorm	(0.2384669401867785, 7.280875207850784, 31.691982321153475)
637	91	lognorm	(0.7691116530679449, -0.1506110146381706, 3.883977674516206)
637	571	lognorm	(0.2357311760078758, -1.7109596023909186, 88.6867585181623)
637	572	gamma	(12.355813311734227, 22.442331233174222, 5.321592840077663)
637	576	lognorm	(0.6337305383661271, -0.2746196118073505, 5.738145335028641)
637	634	lognorm	(0.48055860430982333, 0.23477632833827317, 8.637332947636745)
637	644	lognorm	(0.5559484584170878, 0.16363744215247938, 7.046506263608853)
638	92	lognorm	(0.8051077939959426, -0.05470736295540518, 3.7418082107033195)
638	640	lognorm	(0.20258731834037574, -2.1114725716018103, 23.576869298374554)
638	642	lognorm	(0.7957649267944189, 0.08991268027935084, 4.277615387632046)
638	707	lognorm	(0.16851654341435968, -15.9494948676458, 70.6691798277187)
638	815	lognorm	(0.7463173035637887, -0.12454798403741273, 4.153495396661738)
638	825	lognorm	(0.24710103218575274, -0.8103255672593401, 18.47591799540649)
638	826	lognorm	(0.7931670838830596, -0.06629027870661064, 3.8133467818755005)
639	93	lognorm	(0.8183196331668883, -0.014956966306433938, 3.542030561331369)
639	505	lognorm	(0.3628496623974386, -0.5399309642664977, 11.854005150708602)
639	506	lognorm	(0.7373194604857571, -0.15247287813081203, 4.323765655026323)
639	640	lognorm	(0.8317542905692477, -0.009555021392189835, 3.44527992559773)
639	641	lognorm	(0.7660002085043854, -0.1361053517601737, 3.815253674084198)
640	94	lognorm	(0.8268598796235609, -0.03227756041152478, 3.503095607648156)
640	635	gamma	(6.228966629416088, 39.17271238410054, 13.914740669420233)
640	638	lognorm	(0.7799937514904189, -0.027392812530289662, 3.7090071644669047)
640	639	lognorm	(0.5302466963868238, -0.28783069611400003, 7.290033105063161)
640	642	lognorm	(0.7864479991358222, 0.012373494623313084, 3.618029028338369)
641	95	lognorm	(0.8733319167155962, -0.0010951003248255748, 3.5579713694683033)
641	639	lognorm	(0.7671261396943299, -0.07319283361880569, 4.087253451796004)
641	642	lognorm	(0.7900226971856137, -0.130482904810876, 3.70649961715898)
641	646	lognorm	(0.7913459016057206, 0.03113493846607282, 3.746921963612362)
641	648	lognorm	(0.16427845981560824, -8.317750061981858, 51.399350683526)
642	96	lognorm	(0.8872996714060873, 0.12968114568862515, 3.4502489261840372)
642	638	lognorm	(0.7497110754551424, -0.04083677588452028, 4.265296564839971)
642	640	lognorm	(0.23731227637702523, 3.276014048580748, 21.31820360676637)
642	641	lognorm	(0.868912288938912, 0.0331439276407165, 3.527538239222851)
642	649	lognorm	(0.7614846347943693, -0.1167742853115539, 4.336005788517589)
643	97	lognorm	(0.8685662660293171, 0.05884848253668594, 3.4509714895656964)
643	576	gamma	(8.974741429506667, 18.542449007904548, 4.054336588612558)
643	578	lognorm	(0.8283181942721959, 0.14938441231255267, 3.6623749412513904)
643	644	lognorm	(0.43803819972826485, -0.9822774301738606, 9.610999382445277)
644	98	lognorm	(0.8527901838645076, 0.12582624544495397, 3.4571115517771585)
644	506	lognorm	(0.2061614839855308, 0.5735179493741651, 29.37673015894663)
644	637	lognorm	(0.19763263566387387, -1.5970538628733038, 48.765262042673804)
644	643	lognorm	(0.6078113253131476, 0.2293774744983637, 6.304682689442966)
644	646	lognorm	(0.6071287072042238, 0.12317953123542981, 6.278041751501187)
645	99	lognorm	(0.8466117438725367, 0.06660634425923502, 3.429918053988777)
645	578	lognorm	(0.6102993273134265, -0.07243160385196845, 6.347154694889227)
645	646	lognorm	(0.27110388228628224, 0.09203478803715279, 16.904078965217266)
645	647	lognorm	(0.7923643624243715, -0.08193111600390222, 3.762211093138358)
645	652	lognorm	(0.8305845140227424, 0.012409319520171281, 3.5547545507103666)
646	100	lognorm	(0.8027485022063703, -0.04082667123020838, 3.6552749991396656)
646	507	gamma	(6.033509523642433, 20.38968317404734, 9.24263772768095)
646	641	lognorm	(0.7074850126016297, -0.09840611388358864, 4.836331358488184)
646	644	gamma	(5.737187476927449, 5.796948807011244, 2.1693079825263504)
646	645	lognorm	(0.4963885605465038, -0.029388057541720074, 8.090906826439554)
646	653	lognorm	(0.7910631107845878, 0.025236957842383296, 3.79774881678349)
647	101	lognorm	(0.8526923344087243, 0.02105462902794982, 3.3729548508815004)
647	524	lognorm	(0.49474882937339193, -0.5354211530255968, 7.919767039414185)
647	579	lognorm	(0.6487722483114258, 0.022836293764647367, 5.376753290843343)
647	645	lognorm	(0.7906531232600007, -0.035152364667043204, 3.985898323951738)
647	657	lognorm	(0.2347894079653366, 5.155488492013644, 31.644973800526174)
648	102	lognorm	(0.84149533837321, 0.0804172427569256, 3.4162908565654044)
648	641	gamma	(4.988598280412921, 78.6179722838124, 31.704544770439405)
648	649	lognorm	(0.7033757516955846, -0.17019219413204745, 4.611483957084005)
648	650	lognorm	(0.8548421823450005, 0.03703296818981806, 3.62491940586463)
648	653	lognorm	(0.4647273962453302, -0.23827136843554567, 9.563635407946304)
649	103	lognorm	(0.7945698413878735, -0.07144230839979485, 3.650741160475307)
649	642	lognorm	(0.19860804567009654, 1.747047630047322, 32.36470559393143)
649	648	lognorm	(0.7295609264424744, -0.144081383095613, 4.166562976067176)
649	651	lognorm	(0.7413935860285292, -0.06918489262670521, 4.051872880378131)
649	825	lognorm	(0.47081720800425414, -0.21457721731891816, 8.532711472465536)
650	104	lognorm	(0.8116570038528486, -0.041199838168495616, 3.4473585464978043)
650	453	lognorm	(0.2099538318129901, -4.392107475597319, 59.30756103068802)
650	648	lognorm	(0.6717387818485239, -0.2513177301951105, 5.10320179875421)
650	651	lognorm	(0.6850658310360136, -0.05601283654599592, 5.1531827791049505)
650	655	lognorm	(0.60904543660994, 0.08983515722877194, 6.2108549364098735)
651	105	lognorm	(0.8140507988654565, 0.03305117205275274, 3.379148452473035)
651	649	lognorm	(0.3886036015287746, 0.9655512729699418, 11.570951747854142)
651	650	lognorm	(0.717687173015475, 0.054230201146863125, 5.156173421865196)
651	827	lognorm	(0.7343598812919377, 0.04181478132946008, 4.740490776756573)
651	842	lognorm	(0.8091284921595561, -0.059912623394566315, 3.653742751728391)
652	106	lognorm	(0.8096039983839318, 0.026289648711257767, 3.6186459397420845)
652	452	lognorm	(0.8078079273236157, -0.03821055504935, 3.99443875142091)
652	525	lognorm	(0.7438186185364338, -0.007143688752332499, 3.9462519273135035)
652	645	lognorm	(0.749763177443585, 0.14733769406852065, 4.480286642091611)
652	653	lognorm	(0.7307673334881961, 0.16346494477797974, 4.881747077572472)
653	107	lognorm	(0.8313815297892249, -0.00446332908032129, 3.6344204076342423)
653	646	lognorm	(0.2688830072045022, -0.1313984335270254, 17.18560794968084)
653	648	lognorm	(0.7541534256178808, 0.0740896567490413, 4.175245082887535)
653	652	lognorm	(0.42508039703252554, -0.356300272274587, 10.333882599478603)
653	655	lognorm	(0.7995432674179271, 0.10229528385602749, 4.081312263863308)
654	108	lognorm	(0.8206560459109933, -0.021907833790915085, 3.569704903099227)
654	451	lognorm	(0.8386944837360975, 0.061862748428837745, 3.4513182447228226)
654	452	lognorm	(0.5413906821560102, 0.9686318852737312, 7.628214071733171)
654	659	lognorm	(0.7401503700065826, 0.054892702260535324, 4.820114952194258)
654	662	lognorm	(0.6777596469882088, -0.05756091435636176, 4.742344768302848)
655	109	lognorm	(0.8025075433679455, -0.07716163646701168, 3.8556173572773353)
655	451	lognorm	(0.7156742196125032, 0.20766022307535276, 4.8369017448643294)
655	650	lognorm	(0.7567333167322903, -0.09399163001935906, 4.010653582195271)
655	653	lognorm	(0.4469639812218361, 0.5536025646686473, 9.658468178872532)
655	663	lognorm	(0.7984623422386545, -0.003869951306317565, 3.3133409882287026)
656	110	lognorm	(0.8215070477116797, -0.01843506598784881, 3.5034487326719734)
656	579	lognorm	(0.21564436136346218, 7.691919312669031, 23.76123063495367)
656	657	lognorm	(0.6974533013374994, -0.11218367281818054, 4.971739278657082)
656	658	lognorm	(0.581812909166999, -0.12490681599402723, 6.7565384955010845)
656	660	lognorm	(0.25660176357462383, 7.529571912560069, 29.137232889056875)
657	111	lognorm	(0.8298430451092245, 0.01703455642607203, 3.6153658168436547)
657	525	lognorm	(0.7837249521218763, 0.032006501315565455, 4.358592601325823)
657	647	lognorm	(0.26406709230740233, 4.24710475297623, 65.8522057441113)
657	656	lognorm	(0.6969868040258178, -0.21320087329397827, 4.580721950872013)
657	659	lognorm	(0.8432433363824147, 0.034520980578063964, 3.702018907076482)
658	112	lognorm	(0.7872360975629888, -0.09559549206349385, 3.664354579799907)
658	510	lognorm	(0.6695372421265289, -0.14163015599893686, 5.458084874300754)
658	656	lognorm	(0.6833606858085132, -0.0802738958910959, 5.290239406186386)
658	659	lognorm	(0.8131414913627031, -0.1730401496720199, 3.895233086050939)
658	661	lognorm	(0.7112742276036785, -0.14140159740544866, 4.579674747578393)
659	113	lognorm	(0.8147571508956644, -0.0028176400415880296, 3.531658936421806)
659	509	lognorm	(0.6625073319667478, 0.024906741432511814, 5.304236568886644)
659	654	lognorm	(0.7710617068080967, -0.04810045907182288, 4.179216155005878)
659	657	lognorm	(0.8157742188196226, -0.06397256155131364, 3.5325290536013214)
659	658	lognorm	(0.8110572745718541, -0.05724950102025278, 3.6862182419263885)
660	114	lognorm	(0.8049294208449118, -0.05098388829639694, 3.642332381649796)
660	582	lognorm	(0.2040539844442829, 4.120446141932527, 38.63711068638871)
660	656	lognorm	(0.21766077976607162, 3.6942428086428976, 29.19430404305895)
660	661	lognorm	(0.7900441679519481, 0.023016613010913012, 3.5530645621222803)
660	902	gamma	(14.748977987049651, 13.393078252408586, 2.442704393495416)
661	115	lognorm	(0.8578322599038415, 0.024527100085576743, 3.542236985579157)
661	512	lognorm	(0.6676589021326969, 0.1920144680111862, 5.471524412623372)
661	658	lognorm	(0.8080374198590479, 0.20659758597271216, 4.2385624650152804)
661	660	lognorm	(0.8365809928000096, 0.027843073844588097, 3.5865185413069702)
661	902	lognorm	(0.3491899573684022, 0.09806370163581116, 13.353866344019703)
662	116	lognorm	(0.7902328127731026, -0.09682418378292942, 3.511632200242957)
662	449	lognorm	(0.8493304239871318, 0.05821634073130748, 3.840239988478644)
662	654	lognorm	(0.4348086951002622, 0.560002909122268, 10.00362942594159)
662	664	lognorm	(0.7700716556409299, 0.0555582542084915, 4.043991537439892)
662	667	lognorm	(0.7656441401651728, -0.0025858979924811253, 4.20387608072098)
663	117	lognorm	(0.83736590870065, 0.019759715089406733, 3.2366075624144237)
663	449	lognorm	(0.5830109583746783, -0.0953385798591417, 6.601383668936641)
663	655	lognorm	(0.8188365748811962, -0.054623125376284096, 3.5905321859312265)
663	665	lognorm	(0.8044862133807831, 0.005992773324960545, 3.508190687508148)
663	841	lognorm	(0.847896439414434, 0.020912649510978026, 3.734674122968838)
664	118	lognorm	(0.8073098252400395, -0.07161430904345288, 3.769078153051337)
664	448	lognorm	(0.6685103615137504, 0.051353989874383846, 5.794040253352524)
664	662	lognorm	(0.5848635069132321, 0.3118302145920133, 6.64653865083943)
664	669	lognorm	(0.46149537695753473, 0.05911330913357222, 9.00995162264315)
664	849	lognorm	(0.818251680110633, 0.0608833843651109, 3.440734692919384)
665	119	lognorm	(0.8596606940532739, 0.06016696871075722, 3.4729693900463845)
665	448	lognorm	(0.7768254599134581, 0.08339617603025608, 3.9417549166120462)
665	663	lognorm	(0.8297893264776752, -0.012325330346816285, 3.507588046385618)
665	843	lognorm	(0.7594311964472571, 0.004749272246910649, 4.12623035050546)
665	849	lognorm	(0.8468222544130823, 0.03377437216703919, 3.3995118426309174)
666	120	lognorm	(0.7849547071584336, -0.014598034183581316, 3.5735770973130054)
666	510	lognorm	(0.8023838194096009, 0.03222805377140619, 3.6129402318416592)
666	521	lognorm	(0.45106143643380325, 0.4489507429880496, 9.212818495965806)
666	667	lognorm	(0.42908204054470844, 0.062295398540978354, 10.385196822037726)
666	668	lognorm	(0.8797665905309122, 0.05209914432767525, 3.357556154650543)
667	121	lognorm	(0.8228853119527169, -0.03615390783836413, 3.7723116464679602)
667	509	lognorm	(0.7504376020585715, 0.17048982151207612, 4.3776421655259306)
667	662	lognorm	(0.7259736008459019, 0.03782310057520334, 4.63307067361578)
667	666	lognorm	(0.26026195705030275, -1.1126672873458245, 18.317894973023023)
667	669	lognorm	(0.8243757741957329, 0.0020346015212511464, 3.4878431457199284)
668	122	lognorm	(0.8209949774517693, 0.028453365853817844, 3.593652855447803)
668	519	lognorm	(0.30866855150910444, -2.8601478837528655, 50.781801768487114)
668	666	lognorm	(0.874872035472297, 0.04801378473301572, 3.558314104314702)
668	669	lognorm	(0.3437067848918559, 1.045629844839509, 14.016804144643412)
668	850	lognorm	(0.8386974780790334, 0.02281540212822688, 3.465054388765177)
669	123	lognorm	(0.87721976989914, 0.035995110592092434, 3.5046013419406643)
669	664	lognorm	(0.46252084345562894, -0.4067621237609368, 8.951851767779345)
669	667	lognorm	(0.8311582570518756, 0.07914197935685766, 3.5072061151118485)
669	668	lognorm	(0.30480275197000584, -1.5855368990527308, 14.978205654201425)
669	851	lognorm	(0.8410566763698752, 0.07718659999159089, 3.5189037616836494)
670	124	lognorm	(0.8581419537365034, 0.0329128048920969, 3.517131871096182)
670	512	lognorm	(0.8539626810591223, 0.09804131099796956, 3.3683318904362505)
670	519	lognorm	(0.6271483837650378, 0.11162867232426844, 5.7886809367905006)
670	521	lognorm	(0.5539360863396563, 0.542246412957615, 7.396605262777151)
670	854	lognorm	(0.8132454694315379, -0.08704149724901822, 3.561915185437151)
670	902	lognorm	(0.27061534971703594, 4.57080087159367, 260.5059400882317)
670	905	lognorm	(0.25485504928458047, -1.9937889531978938, 19.213593093346464)
671	125	lognorm	(0.806263820896555, -0.07675631885504092, 3.6418160834479014)
671	602	lognorm	(0.6784883678939784, 0.24937244134216358, 5.0787767617285215)
671	672	lognorm	(0.6930113692149584, 0.041567205390685286, 4.612739861867295)
671	673	lognorm	(0.36191485474549795, -0.12525615381849353, 12.507317681080515)
671	676	lognorm	(0.19677838040999537, 1.9246666322765706, 26.6721928532264)
672	126	lognorm	(0.8529486120838305, 0.13337167088191815, 3.411317332385169)
672	603	lognorm	(0.419930221023775, -0.8287758214377927, 9.766660466870473)
672	671	lognorm	(0.24256861776329738, -2.848674333448395, 19.387093587446504)
672	674	lognorm	(0.38908999171501524, 0.19608437809022555, 11.894398254519476)
672	722	lognorm	(0.3206158957064388, 0.7816234841442269, 14.854424367337987)
673	127	lognorm	(0.8151569085015307, 0.03851207716123809, 3.508542111601235)
673	671	lognorm	(0.6384784075707279, -0.16473213995252464, 5.732096585744862)
673	674	lognorm	(0.7688994711392831, 0.09911977956977204, 4.4266460883551115)
673	678	lognorm	(0.21159430105465588, 0.5822314961069199, 38.677100384600635)
673	683	gamma	(8.292285917325687, 5.408301164581573, 1.7608341660665154)
674	128	lognorm	(0.8392795242275566, -0.012305834310911782, 3.5997941831686315)
674	672	lognorm	(0.663829728398041, 0.19299529400566495, 5.67315182162055)
674	673	lognorm	(0.7113952249738393, 0.09625209574522504, 4.924177131538778)
674	684	lognorm	(0.6030683883005055, -0.03420861241836978, 6.6367492260338965)
674	724	lognorm	(0.6518903795975343, 0.3071261481102426, 5.768091047310058)
675	129	lognorm	(0.838578002388137, 0.09608403253131698, 3.302733331301968)
675	404	lognorm	(0.24021635324708512, 4.922364083823185, 44.33455586984218)
675	606	lognorm	(0.5702698158947386, -0.04814278352494118, 6.851543600790703)
675	676	lognorm	(0.7765283187193048, -0.04032001623879474, 3.9498840286588637)
675	677	lognorm	(0.552369150534624, 0.16846630216921787, 6.7930021330192325)
676	130	lognorm	(0.8269509170213085, 0.042464995396365626, 3.4061750308528667)
676	607	lognorm	(0.2080074099961468, 6.644294632116614, 25.694749443419997)
676	671	lognorm	(0.7950084712277785, -0.019802006947668118, 3.418907593750362)
676	675	lognorm	(0.27261041183028745, 4.438717911168553, 16.856208719989418)
676	678	lognorm	(0.5411385925451793, -0.009505251049393485, 7.237149928264073)
677	131	lognorm	(0.8471075733828788, -0.02118230679363916, 3.519204195113368)
677	406	lognorm	(0.2739567480631474, -1.9490445635648765, 87.41493541826301)
677	675	lognorm	(0.39447837022177246, -0.5767431931342053, 11.26703786735964)
677	678	lognorm	(0.8014413597063028, 0.03650662112609325, 3.838449311959643)
677	687	lognorm	(0.8643531456468546, 0.11090803879701586, 3.332006666849697)
678	132	lognorm	(0.8635194973947989, 0.06708673601699408, 3.456511034745938)
678	673	lognorm	(0.4613001803323497, -0.5626123808089278, 8.436350385117903)
678	676	lognorm	(0.7249351220881332, -0.10703040278860425, 3.983331445849927)
678	677	lognorm	(0.5840570519522044, 0.3499235937542032, 7.286883321276951)
678	688	lognorm	(0.6475957200038208, -0.09068383309364042, 5.608666307996241)
679	133	lognorm	(0.7994540385059405, -0.07580205366870121, 3.5557660823383923)
679	610	lognorm	(0.22962065937903187, -3.022796861673738, 20.661823097568647)
679	680	lognorm	(0.8439175709487152, 0.13387623283820638, 3.613346565398949)
679	681	lognorm	(0.15293726869004656, -9.47284863992351, 50.96668980480537)
680	134	lognorm	(0.8374983079680423, 0.17691563411763994, 3.3367545716315403)
680	404	lognorm	(0.7974259932261405, 0.08526025637340798, 3.774693332522043)
680	488	lognorm	(0.18341586481109384, -3.7391645193545084, 37.95780611978789)
680	611	lognorm	(0.17720514887927802, -1.1480724040068706, 34.006627752159346)
680	679	lognorm	(0.19306460887364843, -1.8591542200999838, 40.78907000997766)
681	135	lognorm	(0.7950212633441576, -0.012854340764649174, 3.7119987419937077)
681	487	lognorm	(0.29898623390418677, -1.3101085583752452, 14.795221950593639)
681	623	lognorm	(0.23019885903579898, -6.962121557960479, 105.589493065367)
681	679	lognorm	(0.2191052446538751, -2.5281158473184417, 74.67635431167092)
681	691	lognorm	(0.6957165367088705, 0.08908189174889933, 4.935051599961978)
682	136	lognorm	(0.8429588761078299, 0.07246340370265975, 3.3782939753563452)
682	406	lognorm	(0.45224496530630476, 0.1517928580503481, 9.442774234706317)
682	487	gamma	(6.188708418394031, 27.942469653418478, 7.528918383053573)
682	488	lognorm	(0.17360464750522697, -6.392952129648279, 28.049734106333087)
682	692	lognorm	(0.7607018273398767, -0.10633361940808594, 3.9006393104376036)
683	137	lognorm	(0.8972972169177832, 0.14071812131886252, 3.247637129082158)
683	673	lognorm	(0.4285243132786216, 0.008374774015225205, 9.807657345008614)
683	684	lognorm	(0.7240951716667878, -0.09790425797978464, 4.5370156241033435)
683	685	lognorm	(0.226483849419304, 0.9414185252480912, 21.320307724184218)
683	688	lognorm	(0.1857422515224712, 0.5477782770113753, 26.926356565410227)
684	138	lognorm	(0.8577563785097997, 0.036710548690102124, 3.4849157113911584)
684	674	lognorm	(0.46412731560477216, 0.13957343440790848, 8.969503723517661)
684	683	lognorm	(0.3554015658081113, 0.8196080547752527, 12.636771108704021)
684	728	lognorm	(0.724744827310859, -0.09074389546842138, 4.228533424926172)
685	139	lognorm	(0.8156285082549435, -0.012445962001578166, 3.4790681526785106)
685	411	lognorm	(0.6879826683114332, -0.024842522656237487, 5.030829736643016)
685	683	lognorm	(0.21583693142434207, -0.834002147650117, 22.367245558397542)
685	686	lognorm	(0.2852629953204302, -0.33475153364316235, 17.27000194655152)
685	690	lognorm	(0.5294182257112037, 0.023406679289395743, 7.549330350503205)
686	140	lognorm	(0.7479845285165501, -0.1934353656691204, 3.900223560969314)
686	685	lognorm	(0.1927031958388981, -4.938157871803244, 23.86582953002258)
686	730	lognorm	(0.2925544138334153, -2.5280071647910516, 15.134803980732936)
687	141	lognorm	(0.8682931163431826, 0.04376741787338441, 3.4768895989293434)
687	407	lognorm	(0.31883489875467846, 9.123945094424883, 39.24750479694815)
687	677	lognorm	(0.8780362469874972, 0.05689538153885641, 3.5942086081560625)
687	688	lognorm	(0.6147444347044762, -0.15161822623231902, 6.084783335330107)
687	689	lognorm	(0.9076224882952038, 0.18001921175468416, 3.360259572834778)
688	142	lognorm	(0.8225990202121394, 0.0327963739956507, 3.392126734696159)
688	678	lognorm	(0.7960522611836759, 0.010306387396834118, 3.840176665848049)
688	683	lognorm	(0.7370876763270398, 0.05075865814788123, 4.42728832334395)
688	687	lognorm	(0.2568022818136228, 3.409720232302564, 17.93917131571134)
688	690	lognorm	(0.8533205414103421, 0.10417703682802903, 3.5973533129330026)
689	143	lognorm	(0.8176356382406567, -0.07920478359107953, 3.805227291164219)
689	408	lognorm	(0.3149008634940645, 8.97459605207888, 64.28994806012221)
689	687	lognorm	(0.8459957331502383, 0.062244701246207935, 3.443528813395106)
689	690	lognorm	(0.7145708073422792, -0.06159813961620748, 4.736394409992984)
689	699	gamma	(10.115548582884308, 17.659295059417282, 2.7930330401688215)
690	144	lognorm	(0.8387687387971169, 0.012419330109007237, 3.612087639187876)
690	410	lognorm	(0.17106283915626347, -9.59432371804245, 49.96838054163868)
690	685	lognorm	(0.8246247813617913, 0.0029490313656077537, 3.5397261977846974)
690	688	lognorm	(0.7514697819893039, 0.08975163121742878, 4.022616906283056)
690	689	lognorm	(0.21697894252707206, 3.7064611285045235, 23.210806323579234)
691	145	lognorm	(0.8877291993493568, 0.09632010937839268, 3.4947878443786147)
691	481	lognorm	(0.21390112930936228, 0.26531742744792136, 32.74727611247906)
691	486	lognorm	(0.46173735313953473, 0.8865515172441527, 9.797598454318711)
691	681	lognorm	(0.48486663568002986, 0.49616007210981905, 8.860995500453619)
691	692	lognorm	(0.6614345667893786, 0.27511271596251713, 5.8020522483923465)
692	146	lognorm	(0.8360352883046842, 0.03560801969674658, 3.4908364439953528)
692	407	lognorm	(0.7064352836963841, -0.06413535838782458, 4.6292026966396165)
692	682	lognorm	(0.7499383034494354, 0.10019302242478338, 4.644116881179413)
692	691	lognorm	(0.1620594044515323, -3.771459661595408, 37.240919866473774)
692	694	lognorm	(0.5478742662524771, 0.09164327369501696, 7.092507383099969)
693	147	lognorm	(0.8432009626190818, 0.0491444317702367, 3.3073678338069383)
693	479	lognorm	(0.3760891253291567, -0.1067016679421394, 11.840764084484945)
693	483	lognorm	(0.5340172074739078, 0.06081037017419366, 7.736624658718382)
693	694	lognorm	(0.6307515039438989, 0.027498784599774305, 5.997361986645279)
693	703	lognorm	(0.45616950139908485, 0.3515463450542935, 9.00996813983506)
694	148	lognorm	(0.8427102664426518, 0.07568587364146288, 3.4791682151906747)
694	408	lognorm	(0.3007453086763028, 1.5112273876038929, 16.666053306048763)
694	539	lognorm	(0.8683749085958958, 0.1346000833458737, 3.4593813699996687)
694	692	lognorm	(0.7268302923136967, -0.05259967814887284, 4.362325806192466)
694	693	lognorm	(0.20573928476279532, 2.577273256398776, 35.293949810089856)
695	149	lognorm	(0.8403932729161514, 0.04520817379308205, 3.505304435643274)
695	411	lognorm	(0.5638638974305976, 0.5008951137437292, 7.024525760913238)
695	696	lognorm	(0.8368915284751017, 0.04764117408434951, 3.6096681360777634)
695	697	lognorm	(0.7746221127328845, -0.14114247742051023, 3.943849998740637)
695	700	lognorm	(0.8037173652374414, -0.10155516884508942, 3.592656972807143)
696	150	lognorm	(0.8134113351263486, -0.006137929575357494, 3.543736033469271)
696	695	lognorm	(0.8076048675993808, -0.023141834408648324, 3.636326797352103)
696	698	lognorm	(0.8156400350910952, 0.0741912313930699, 3.6516927434857673)
696	734	lognorm	(0.6505775642304141, 0.0658231211065409, 5.657471292844647)
697	151	lognorm	(0.8418015917742281, 0.04093529980606016, 3.3381616927431006)
697	695	lognorm	(0.49137957287200806, 0.007124592211263461, 8.235791813814632)
697	698	lognorm	(0.7330839456091198, 0.11799422009642505, 5.317617171581702)
697	702	lognorm	(0.6744477881752637, -0.1711021149254366, 5.084099195294332)
697	809	lognorm	(0.66156176392639, -0.026053590476937442, 5.213756826889092)
698	152	lognorm	(0.8473555741322472, 0.022980597606918743, 3.4082277078921774)
698	696	lognorm	(0.7478043575573401, 0.05146388959082575, 4.720275122128896)
698	697	lognorm	(0.5000058286487008, -0.3048415753861067, 8.237823941734941)
698	736	lognorm	(0.7680042041987467, 0.051026275420682485, 4.067286547328568)
698	810	lognorm	(0.8498418811429619, 0.06829834013420044, 3.4917137440557804)
699	153	lognorm	(0.8307274116084723, 0.05842453024367408, 3.527206549199583)
699	538	lognorm	(0.4972620738690063, 0.10822974934895416, 8.314299146664826)
699	689	lognorm	(0.18477125026779523, -2.365080450595528, 53.364531555745494)
699	700	gamma	(3.946341035082983, 2.849769432221815, 2.3065367048463408)
699	701	lognorm	(0.7841001878418516, 0.11612660724254711, 3.8263844571723005)
700	154	lognorm	(0.7927071782538507, -0.1226798007010484, 3.731706373013143)
700	410	lognorm	(0.35046271238442356, 4.669592411251943, 69.54850545952219)
700	695	lognorm	(0.7651402521080186, -0.09302392991791393, 3.684426865925613)
700	699	lognorm	(0.3815637875081008, -1.7315644037200153, 11.5598350533189)
700	702	lognorm	(0.8053551703872617, -0.004406197786299965, 3.55824249871052)
701	155	lognorm	(0.8255321694514888, -0.036735706142740354, 3.414551741522963)
701	474	lognorm	(0.7040046318423845, 0.2458531790153474, 5.199595255433824)
701	699	gamma	(15.197186563092888, 8.485446648146588, 2.57646223253247)
701	702	lognorm	(0.2534684245559929, -1.0304456639973623, 18.14520150172718)
701	813	lognorm	(0.7859624207136762, -0.1036935008533155, 3.682518090041192)
702	156	lognorm	(0.7786663788443176, -0.10442890179560943, 3.7930319194490516)
702	697	lognorm	(0.75236718356017, 0.16081467708904876, 4.541732444991046)
702	700	lognorm	(0.6149657433778459, 0.21014054113496725, 5.835566650663637)
702	701	lognorm	(0.24161032591517367, -2.7467281891536937, 79.77607288212604)
702	814	lognorm	(0.813355689669599, -0.044386871261714055, 3.497176329620554)
703	157	lognorm	(0.8730405615838006, 0.09336204685065609, 3.508515513705073)
703	478	lognorm	(0.22080784562336023, -2.3547115222710135, 21.637715312351073)
703	693	gamma	(8.855049587818833, 31.919691663448383, 9.25940962331326)
703	704	lognorm	(0.7906005450974019, 0.12017265054372339, 4.268482119103394)
703	705	lognorm	(0.7237419717968174, 0.03105203930085297, 4.75592234761911)
704	158	lognorm	(0.7974422406397776, -0.04751682906458757, 3.6711496208779284)
704	538	lognorm	(0.8155610386678216, 0.1148284542917628, 3.76292850388257)
704	539	lognorm	(0.24035634418779175, 9.090867455211733, 33.95833411370522)
704	703	lognorm	(0.5142357943383077, -0.029647064077115082, 7.910389448543892)
704	706	lognorm	(0.8463283442786653, 0.06430691128462795, 3.538294788001726)
705	159	lognorm	(0.7821597535353304, -0.09486868031407254, 3.6221939353421835)
705	476	lognorm	(0.8063202014239006, -0.049175350134885346, 3.6771831968366286)
705	635	gamma	(5.714434507182348, 3.857982807569595, 2.076587146462651)
705	703	lognorm	(0.22132370903085627, -1.615204021875829, 21.62194361849312)
705	706	lognorm	(0.6228261256642117, 0.10997050536505018, 6.261848063009502)
706	160	lognorm	(0.863241299582411, 0.07160069764704287, 3.433943945219004)
706	474	lognorm	(0.23047263630080408, 1.7701261882675396, 29.63829140056768)
706	475	lognorm	(0.8038897171400277, 0.005678589278260964, 3.787183530087259)
706	704	lognorm	(0.8152271704975471, 0.06301326176181263, 3.924302170190698)
706	705	lognorm	(0.30268916684145675, -0.41979306956379303, 15.838892512257157)
707	161	lognorm	(0.8290492807124634, -0.058201898968459564, 3.6067975526622393)
707	473	lognorm	(0.5586123701050049, 0.19011962812522826, 6.600717776362238)
707	475	lognorm	(0.7584279261807086, -0.13838238991103924, 4.032404147918449)
707	476	lognorm	(0.617186022751558, 0.23291792629526575, 5.99823279059622)
